Year,Era,Track Name,Artist Name,Release Date,Genres,Track Duration (seconds),Popularity (Rating),Instrumentalness,Acousticness,Danceability,Valence,Energy
1980,1980s,You Shook Me All Night Long,AC/DC,1980-07-25,"australian rock, hard rock, rock",210.173,86,0.000513,0.00287,0.532,0.755,0.767
1980,1980s,You Make My Dreams (Come True),Daryl Hall & John Oates,1980,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",190.626,82,0.112,0.234,0.751,0.902,0.501
1980,1980s,Back In Black,AC/DC,1980-07-25,"australian rock, hard rock, rock",255.493,85,0.00965,0.011,0.31,0.763,0.7
1980,1980s,9 to 5,Dolly Parton,1980,"classic country pop, country, country dawn",162.466,80,1.54e-06,0.416,0.554,0.813,0.783
1980,1980s,Could You Be Loved,Bob Marley & The Wailers,1980,"reggae, roots reggae",237.0,82,0.00016,0.36,0.916,0.761,0.72
1980,1980s,Another One Bites The Dust - Remastered 2011,Queen,1980-06-27,"classic rock, glam rock, rock",214.653,73,0.329,0.115,0.932,0.757,0.528
1980,1980s,Crazy Little Thing Called Love - Remastered 2011,Queen,1980-06-27,"classic rock, glam rock, rock",163.373,72,4.43e-06,0.714,0.599,0.715,0.762
1980,1980s,Song of the South,Alabama,1980,"contemporary country, country, country road, country rock",190.8,72,0.0,0.176,0.486,0.669,0.633
1980,1980s,Any Way You Want It,Journey,1980,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",201.693,74,0.00109,0.00251,0.529,0.571,0.932
1980,1980s,It's Still Rock and Roll to Me,Billy Joel,1980-03-12,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",176.44,72,0.0,0.0994,0.752,0.539,0.684
1980,1980s,I'm in a Hurry (And Don't Know Why),Alabama,1980,"contemporary country, country, country road, country rock",168.813,72,0.0,0.237,0.748,0.86,0.72
1980,1980s,Louisiana Saturday Night,Mel McDaniel,1980-11-10,"classic country pop, classic oklahoma country, country",144.186,70,0.0,0.532,0.686,0.982,0.622
1980,1980s,Keep on Loving You,REO Speedwagon,1980,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",200.293,73,0.0,0.0519,0.306,0.41,0.722
1980,1980s,Hells Bells,AC/DC,1980-07-25,"australian rock, hard rock, rock",312.293,76,0.0055,0.00532,0.389,0.303,0.873
1980,1980s,Hit Me With Your Best Shot,Pat Benatar,1980-08-05,"album rock, classic rock, glam metal, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock",171.266,71,3.61e-05,0.117,0.741,0.944,0.58
1980,1980s,Hold On Loosely,38 Special,1980-01-01,"album rock, classic rock, country rock, glam metal, hard rock, mellow gold, rock, soft rock, southern rock",280.636,66,0.00134,0.00888,0.568,0.898,0.559
1980,1980s,Shoot to Thrill,AC/DC,1980-07-25,"australian rock, hard rock, rock",317.426,74,0.0879,0.000239,0.457,0.48,0.904
1980,1980s,Army Dreamers,Kate Bush,1980-09-08,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",178.64,64,9.6e-05,0.74,0.679,0.318,0.0742
1980,1980s,Lay All Your Love On Me,ABBA,1980,"europop, swedish pop",274.466,77,0.00396,0.117,0.678,0.71,0.727
1980,1980s,Army Dreamers - 2018 Remaster,Kate Bush,1980-09-07,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",179.16,64,5.56e-05,0.728,0.696,0.312,0.119
1980,1980s,Take It On the Run,REO Speedwagon,1980,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",239.68,67,0.0,0.0958,0.371,0.452,0.758
1980,1980s,Dinosaur,"Hank Williams, Jr.",1980-06-01,"country, country rock, outlaw country",199.666,64,4.12e-05,0.244,0.614,0.504,0.381
1980,1980s,Don't Stand So Close To Me,The Police,1980-10-03,"album rock, classic rock, permanent wave, rock",242.666,70,0.00107,0.0453,0.799,0.518,0.506
1980,1980s,Against The Wind,Bob Seger,1980-02-25,"album rock, classic rock, country rock, detroit rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",333.72,66,0.0318,0.28,0.674,0.718,0.771
1980,1980s,Ace of Spades,Motörhead,1980-11-08,"alternative metal, hard rock, metal, nu metal, rock, speed metal",168.32,72,0.0035,0.00313,0.322,0.198,0.991
1980,1980s,What I Like About You,The Romantics,1980,"album rock, mellow gold, new romantic, new wave, new wave pop, power pop, soft rock",175.266,66,6.6e-05,0.282,0.514,0.912,0.942
1980,1980s,Video Killed The Radio Star,The Buggles,1980-01-10,"early synthpop, new wave pop, zolo",253.8,64,0.0188,0.0852,0.675,0.344,0.61
1980,1980s,Whip It,DEVO,1980,"alternative rock, art punk, dance rock, new romantic, new wave, new wave pop, post-punk, synth punk, synthpop, zolo",161.133,65,0.004,0.0744,0.78,0.957,0.869
1980,1980s,Love Will Tear Us Apart - 2020 Remaster,Joy Division,1980-06-01,"alternative rock, indie rock, madchester, new wave, post-punk, punk, rock, uk post-punk",208.453,70,0.765,0.000541,0.527,0.899,0.923
1980,1980s,Celebration,Kool & The Gang,1980-09-29,"disco, funk, motown, soft rock, soul",298.866,70,0.0483,0.145,0.886,0.906,0.664
1980,1980s,Super Trouper,ABBA,1980,"europop, swedish pop",252.853,73,6.35e-06,0.457,0.764,0.961,0.626
1980,1980s,Hey Nineteen,Steely Dan,1980-11-21,"album rock, classic rock, country rock, folk rock, mellow gold, rock, soft rock, yacht rock",309.018,63,0.00452,0.0374,0.936,0.822,0.249
1980,1980s,I'm Coming Out,Diana Ross,1980-05-22,"adult standards, disco, motown, quiet storm, soft rock, soul",323.346,69,0.429,0.185,0.72,0.768,0.828
1980,1980s,Baby Beluga,Raffi,1980,"canadian children's music, children's folk, children's music",160.826,62,2.17e-06,0.847,0.663,0.571,0.263
1980,1980s,All Out of Love,Air Supply,1980-02-25,soft rock,243.0,72,5.51e-06,0.313,0.513,0.357,0.262
1980,1980s,Biggest Part of Me,Ambrosia,1980-03-26,"soft rock, yacht rock",324.04,64,0.0,0.238,0.498,0.882,0.723
1980,1980s,Mountain Music,Alabama,1980,"contemporary country, country, country road, country rock",217.986,62,0.0,0.141,0.466,0.747,0.55
1980,1980s,Hungry Heart,Bruce Springsteen,1980-10-17,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",199.453,70,0.009,0.0857,0.641,0.972,0.894
1980,1980s,Breaking the Law,Judas Priest,1980,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock",153.84,69,9.35e-06,0.024,0.362,0.491,0.961
1980,1980s,Redemption Song,Bob Marley & The Wailers,1980,"reggae, roots reggae",233.56,71,0.0,0.608,0.671,0.694,0.255
1980,1980s,Once in a Lifetime - 2005 Remaster,Talking Heads,1980-10-08,"alternative rock, art punk, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",259.906,66,0.134,0.181,0.644,0.871,0.919
1980,1980s,The Winner Takes It All,ABBA,1980,"europop, swedish pop",294.72,74,0.000766,0.574,0.454,0.52,0.788
1980,1980s,Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,1980-11-17,"classic rock, rock",245.693,67,1.96e-06,0.733,0.574,0.435,0.469
1980,1980s,Kiss on My List,Daryl Hall & John Oates,1980,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",264.986,63,0.115,0.434,0.815,0.965,0.741
1980,1980s,Drivin' My Life Away,Eddie Rabbitt,1980-06-20,"classic country pop, country, country rock, mellow gold, soft rock",196.2,62,0.00244,0.113,0.571,0.814,0.57
1980,1980s,The Spirit Of Radio,Rush,1980-01-01,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock",296.466,62,0.000254,0.0144,0.365,0.632,0.924
1980,1980s,You May Be Right,Billy Joel,1980-03-12,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",253.2,62,2.6e-06,0.175,0.567,0.961,0.945
1980,1980s,This Is for the Lover in You,Shalamar,1980-01-01,"classic soul, disco, funk, motown, new jack swing, post-disco, quiet storm, soul, urban contemporary",304.0,58,0.0,0.475,0.642,0.747,0.572
1980,1980s,Steal Away - Remastered,Robbie Dupree,1980-12-01,yacht rock,213.973,58,0.000188,0.142,0.72,0.713,0.569
1980,1980s,Brass in Pocket - 2006 Remaster,Pretenders,1980-01-11,"album rock, classic rock, mellow gold, new romantic, new wave, new wave pop, permanent wave, rock, soft rock",185.96,59,0.00123,0.368,0.751,0.907,0.703
1981,1980s,Don't Stop Believin' (2022 Remaster),Journey,1981-07-17,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",249.6,86,0.0,0.132,0.505,0.51,0.754
1981,1980s,Jessie's Girl,Rick Springfield,1981-03-13,"album rock, australian rock, classic rock, glam metal, hard rock, mellow gold, new romantic, new wave pop, soft rock, yacht rock",194.12,76,0.0,0.165,0.727,0.816,0.834
1981,1980s,Down Under,Men At Work,1981-11-09,"album rock, australian rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock",222.32,80,0.0194,0.129,0.739,0.892,0.459
1981,1980s,Tainted Love,Soft Cell,1981,"new romantic, new wave, new wave pop, synthpop",153.8,81,0.0,0.462,0.5,0.623,0.501
1981,1980s,Start Me Up - Remastered 2009,The Rolling Stones,1981-08-24,"album rock, british invasion, classic rock, rock",213.066,78,0.137,0.0429,0.631,0.971,0.932
1981,1980s,I Love Rock 'N Roll,Joan Jett & the Blackhearts,1981-11-18,"glam punk, rock",175.173,78,0.0,0.326,0.535,0.901,0.716
1981,1980s,Let's Groove,"Earth, Wind & Fire",1981-11-14,"disco, funk, jazz funk, motown, soul",339.32,76,2.17e-05,0.121,0.869,0.9,0.648
1981,1980s,Every Little Thing She Does Is Magic,The Police,1981-10-02,"album rock, classic rock, permanent wave, rock",260.573,76,0.0626,0.121,0.558,0.429,0.768
1981,1980s,In The Air Tonight - 2015 Remastered,Phil Collins,1981-01-01,"rock drums, soft rock",336.453,77,4.1e-06,0.551,0.446,0.298,0.239
1981,1980s,Tom Sawyer,Rush,1981-02-12,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock",276.88,69,0.0186,0.00145,0.536,0.666,0.901
1981,1980s,Don't You Want Me,The Human League,1981,"new romantic, new wave, new wave pop, permanent wave, sophisti-pop, synthpop",236.92,76,0.0,0.184,0.731,0.958,0.738
1981,1980s,Never Too Much,Luther Vandross,1981-07-23,"quiet storm, soul",230.466,72,0.0,0.125,0.734,0.762,0.586
1981,1980s,Centerfold,The J. Geils Band,1981,"album rock, classic rock, country rock, hard rock, mellow gold, rock, singer-songwriter, soft rock",216.533,70,0.0,0.249,0.653,0.888,0.677
1981,1980s,Edge of Seventeen - 2016 Remaster,Stevie Nicks,1981-07-27,heartland rock,329.413,71,5.98e-06,0.327,0.591,0.658,0.804
1981,1980s,Who Can It Be Now?,Men At Work,1981-11-09,"album rock, australian rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock",201.293,74,0.000143,0.0627,0.805,0.962,0.479
1981,1980s,Waiting for a Girl like You,Foreigner,1981,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",292.066,74,2.3e-06,0.31,0.33,0.433,0.469
1981,1980s,Bette Davis Eyes,Kim Carnes,1981-01-01,"new romantic, new wave pop, soft rock",228.0,78,0.0,0.0204,0.675,0.596,0.649
1981,1980s,Juke Box Hero,Foreigner,1981,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",259.799,67,0.0,0.0828,0.357,0.522,0.653
1981,1980s,Burnin' for You,Blue Öyster Cult,1981-10-23,"album rock, classic rock, glam metal, hard rock, progressive rock, rock",271.0,66,0.0108,0.106,0.532,0.69,0.728
1981,1980s,The Stroke - Remastered 2010,Billy Squier,1981,"album rock, classic rock, glam metal, hard rock, rock, soft rock, southern rock",217.613,66,0.0,0.62,0.67,0.8,0.591
1981,1980s,A Country Boy Can Survive,"Hank Williams, Jr.",1981-08-01,"country, country rock, outlaw country",255.0,65,0.0,0.144,0.688,0.493,0.459
1981,1980s,Super Freak,Rick James,1981-04-07,"disco, funk, motown, p funk, quiet storm, soul, synth funk",205.466,70,0.0,0.22,0.838,0.962,0.794
1981,1980s,Private Eyes,Daryl Hall & John Oates,1981,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",217.2,66,0.000346,0.409,0.85,0.84,0.938
1981,1980s,Working for the Weekend,Loverboy,1981,"album rock, classic canadian rock, classic rock, glam metal, hard rock, mellow gold, soft rock",221.0,67,0.00103,0.0249,0.515,0.774,0.766
1981,1980s,Just Can't Get Enough,Depeche Mode,1981-11-02,"dance rock, new romantic, new wave, permanent wave, rock, synthpop",220.893,75,0.0584,0.403,0.766,0.919,0.772
1981,1980s,Bad Reputation,Joan Jett & the Blackhearts,1981-01-23,"glam punk, rock",169.186,68,0.0139,0.00192,0.378,0.824,0.974
1981,1980s,Open Arms (2022 Remaster),Journey,1981-07-17,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",199.32,68,0.0,0.619,0.434,0.151,0.237
1981,1980s,I Can't Go for That (No Can Do),Daryl Hall & John Oates,1981,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",307.306,65,0.000788,0.0405,0.889,0.963,0.441
1981,1980s,Limelight,Rush,1981-02-12,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock",259.839,63,0.0013,0.00197,0.581,0.788,0.854
1981,1980s,Lonely Is The Night - Remastered 2010,Billy Squier,1981,"album rock, classic rock, glam metal, hard rock, rock, soft rock, southern rock",281.453,62,4.36e-06,0.209,0.347,0.672,0.803
1981,1980s,Give It To Me Baby,Rick James,1981-04-07,"disco, funk, motown, p funk, quiet storm, soul, synth funk",248.133,64,7.7e-05,0.114,0.706,0.965,0.727
1981,1980s,Tight Fittin' Jeans,Conway Twitty,1981-01-01,"arkansas country, classic country pop, country, country rock",171.066,62,2.17e-06,0.139,0.731,0.891,0.491
1981,1980s,Weatherman,"Hank Williams, Jr.",1981-08-01,"country, country rock, outlaw country",219.733,61,0.000474,0.152,0.7,0.363,0.386
1981,1980s,A Life of Illusion,Joe Walsh,1981,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, southern rock",210.533,61,0.0652,0.0407,0.692,0.93,0.613
1981,1980s,Who's Crying Now (2022 Remaster),Journey,1981-07-17,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",299.653,62,0.0,0.0587,0.568,0.327,0.607
1981,1980s,For Those About to Rock (We Salute You),AC/DC,1981-11-23,"australian rock, hard rock, rock",344.24,66,0.419,0.000376,0.37,0.471,0.919
1981,1980s,Live Wire,Mötley Crüe,1981-11-10,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",194.586,64,7.57e-06,9.37e-05,0.411,0.679,0.904
1981,1980s,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Stevie Nicks,1981-07-27,heartland rock,244.44,62,0.00273,0.379,0.631,0.665,0.597
1981,1980s,Angel Of The Morning,Juice Newton,1981-01-01,"classic country pop, country dawn, soft rock",250.44,66,2.6e-05,0.433,0.452,0.344,0.313
1981,1980s,Stone in Love (2022 Remaster),Journey,1981-07-17,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",265.0,60,0.000759,0.00476,0.503,0.472,0.889
1981,1980s,My Kinda Lover - Remastered 2010,Billy Squier,1981,"album rock, classic rock, glam metal, hard rock, rock, soft rock, southern rock",213.533,60,6.43e-05,0.468,0.534,0.783,0.461
1981,1980s,Dancing with Myself,Generation X,1981-01-01,"glam punk, punk",228.08,64,0.612,4.65e-05,0.387,0.834,0.947
1981,1980s,Get Down On It,Kool & The Gang,1981,"disco, funk, motown, soft rock, soul",293.666,66,1.2e-05,0.0753,0.847,0.968,0.389
1981,1980s,Tainted Love,Soft Cell,1981,"new romantic, new wave, new wave pop, synthpop",153.84,58,6.43e-06,0.558,0.542,0.626,0.45
1981,1980s,Take Me To The Top,Mötley Crüe,1981-11-10,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",223.533,63,0.206,3.79e-06,0.256,0.549,0.815
1981,1980s,Pancho and Lefty,Merle Haggard,1981,"bakersfield sound, country, country rock, nashville sound, outlaw country",287.626,59,0.000154,0.796,0.693,0.54,0.454
1981,1980s,(There's) No Gettin' Over Me,Ronnie Milsap,1981-08-01,"classic country pop, country, country road, country rock, nashville sound",199.68,59,0.000586,0.627,0.595,0.787,0.447
1981,1980s,Our Lips Are Sealed - Single Version,The Go-Go's,1981-01-01,"album rock, candy pop, classic rock, girl group, jangle pop, mellow gold, new romantic, new wave, new wave pop, permanent wave, singer-songwriter, soft rock",167.96,60,3.49e-06,0.0444,0.608,0.947,0.864
1981,1980s,Presiento Que Voy A Llorar,Los Bukis,1981-01-01,"grupera, gruperas inmortales, musica mexicana",206.44,65,0.0,0.0761,0.51,0.4,0.438
1982,1980s,Africa,TOTO,1982-04-08,"album rock, classic rock, hard rock, mellow gold, rock, soft rock, yacht rock",295.893,86,8.01e-05,0.257,0.671,0.732,0.373
1982,1980s,Should I Stay or Should I Go - Remastered,The Clash,1982,"alternative rock, permanent wave, punk, rock",188.986,82,0.0,0.0804,0.743,0.82,0.836
1982,1980s,Maneater,Daryl Hall & John Oates,1982-10-04,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",273.173,81,8.56e-05,0.0405,0.724,0.823,0.498
1982,1980s,Billie Jean,Michael Jackson,1982-11-30,"r&b, soul",294.226,82,0.0436,0.0173,0.932,0.884,0.457
1982,1980s,Under Pressure - Remastered 2011,Queen,1982-05-03,"classic rock, glam rock, rock",248.44,72,0.0,0.422,0.671,0.466,0.711
1982,1980s,Jack & Diane,John Mellencamp,1982,"album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",254.493,74,6.63e-06,0.0365,0.811,0.626,0.41
1982,1980s,Amarillo By Morning,George Strait,1982-01-01,"contemporary country, country, country road",173.466,72,3.39e-05,0.264,0.606,0.621,0.361
1982,1980s,Come On Eileen,Dexys Midnight Runners,1982-07-22,"new romantic, new wave, new wave pop",287.306,76,3.02e-06,0.664,0.45,0.782,0.656
1982,1980s,Eye of the Tiger,Survivor,1982,"album rock, glam metal, hard rock, soft rock",243.773,78,0.000466,0.216,0.815,0.552,0.438
1982,1980s,Beat It,Michael Jackson,1982-11-30,"r&b, soul",258.399,79,0.000353,0.0242,0.776,0.901,0.711
1982,1980s,Hungry Like the Wolf - 2009 Remaster,Duran Duran,1982-05-10,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop",220.626,73,1.16e-06,0.0433,0.691,0.685,0.812
1982,1980s,Rock the Casbah - Remastered,The Clash,1982,"alternative rock, permanent wave, punk, rock",222.426,74,0.0,0.291,0.797,0.866,0.872
1982,1980s,P.Y.T. (Pretty Young Thing),Michael Jackson,1982-11-30,"r&b, soul",239.026,72,0.000363,0.172,0.894,0.961,0.67
1982,1980s,Hurts So Good,John Mellencamp,1982,"album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",218.96,70,0.000107,0.042,0.785,0.971,0.737
1982,1980s,You Can't Hurry Love - 2016 Remaster,Phil Collins,1982-11-05,"rock drums, soft rock",175.746,77,0.0,0.0261,0.62,0.763,0.936
1982,1980s,Rosanna,TOTO,1982-04-08,"album rock, classic rock, hard rock, mellow gold, rock, soft rock, yacht rock",331.2,72,0.000147,0.0208,0.365,0.739,0.513
1982,1980s,No One Like You,Scorpions,1982-04-10,"album rock, german hard rock, german metal, german rock, hard rock, rock",237.466,67,2.21e-05,0.0203,0.505,0.835,0.631
1982,1980s,White Wedding - Pt. 1,Billy Idol,1982-01-01,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",252.2,70,0.00293,0.0134,0.673,0.728,0.814
1982,1980s,I'm So Excited,The Pointer Sisters,1982-02-01,"disco, girl group, hi-nrg, motown, new wave pop, soft rock",230.64,76,0.000322,0.0962,0.59,0.798,0.868
1982,1980s,Islands In the Stream,Dolly Parton,1982-10-04,"classic country pop, country, country dawn",251.96,68,1.04e-06,0.675,0.617,0.738,0.411
1982,1980s,Abracadabra,Steve Miller Band,1982-06-15,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",308.373,68,1.99e-06,0.0749,0.791,0.963,0.534
1982,1980s,Heat Of The Moment,Asia,1982-03-08,"album rock, classic rock, glam metal, hard rock, mellow gold, progressive rock, soft rock",227.893,68,0.000146,0.204,0.306,0.541,0.86
1982,1980s,Caught Up In You,38 Special,1982-01-01,"album rock, classic rock, country rock, glam metal, hard rock, mellow gold, rock, soft rock, southern rock",279.333,63,0.000219,0.0229,0.425,0.933,0.681
1982,1980s,Forget Me Nots - Remastered,Patrice Rushen,1982-04-14,"classic soul, disco, funk, jazz funk, p funk, post-disco, quiet storm, soul",284.506,69,0.0558,0.0797,0.919,0.963,0.458
1982,1980s,Yo Te Necesito,Los Bukis,1982-01-01,"grupera, gruperas inmortales, musica mexicana",178.24,71,0.0,0.281,0.432,0.773,0.643
1982,1980s,Bam Bam,Sister Nancy,1982,dancehall queen,196.506,69,0.0178,0.825,0.722,0.709,0.605
1982,1980s,Human Nature,Michael Jackson,1982-11-30,"r&b, soul",246.04,67,0.00565,0.498,0.628,0.755,0.409
1982,1980s,Slow Hand,Conway Twitty,1982,"arkansas country, classic country pop, country, country rock",174.64,61,0.0,0.22,0.796,0.858,0.337
1982,1980s,Bad To The Bone,George Thorogood & The Destroyers,1982-01-01,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock",292.173,68,0.0652,0.00614,0.459,0.955,0.727
1982,1980s,"Hey, Hey, What Can I Do - Remaster",Led Zeppelin,1982-11-19,"album rock, classic rock, hard rock, rock",236.76,63,0.000304,0.166,0.468,0.526,0.858
1982,1980s,I Keep Forgettin' (Every Time You're Near),Michael McDonald,1982-08-03,"mellow gold, soft rock, yacht rock",222.28,65,0.00019,0.357,0.734,0.933,0.485
1982,1980s,Sexual Healing,Marvin Gaye,1982-10-01,"classic soul, motown, neo soul, northern soul, quiet storm, soul, vocal jazz",238.6,70,0.000122,0.119,0.805,0.744,0.602
1982,1980s,Love My Way,The Psychedelic Furs,1982,"alternative rock, new romantic, new wave, new wave pop, post-punk, uk post-punk",213.973,65,0.00018,0.00487,0.637,0.52,0.85
1982,1980s,Thriller,Michael Jackson,1982-11-30,"r&b, soul",357.8,69,0.000225,0.0318,0.771,0.783,0.687
1982,1980s,I Like It,DeBarge,1982-04-28,"contemporary r&b, funk, quiet storm, urban contemporary",279.4,61,1.84e-05,0.452,0.675,0.83,0.732
1982,1980s,Cool Cat - Remastered 2011,Queen,1982-05-03,"classic rock, glam rock, rock",209.106,59,0.00253,0.308,0.818,0.838,0.399
1982,1980s,Eye In The Sky,The Alan Parsons Project,1982,"album rock, art rock, classic rock, mellow gold, progressive rock, soft rock, symphonic rock",276.28,71,0.00098,0.562,0.823,0.522,0.417
1982,1980s,I Melt with You,Modern English,1982-01-25,"new romantic, new wave, new wave pop, synthpop",251.573,58,0.00158,0.000975,0.541,0.647,0.81
1982,1980s,If Heaven Ain't A Lot Like Dixie,"Hank Williams, Jr.",1982-04-01,"country, country rock, outlaw country",164.6,60,0.0,0.266,0.729,0.935,0.553
1982,1980s,You Can Do Magic,America,1982-01-01,"album rock, classic rock, folk rock, mellow gold, soft rock",237.466,64,0.0,0.29,0.859,0.936,0.568
1982,1980s,Southern Cross - 2005 Remaster,"Crosby, Stills & Nash",1982-06-21,"album rock, classic rock, country rock, folk, folk rock, mellow gold, rock, soft rock",281.0,61,2.89e-06,0.48,0.668,0.588,0.447
1982,1980s,Valerie,Steve Winwood,1982-08-02,"album rock, classic rock, folk rock, mellow gold, singer-songwriter, soft rock",246.666,65,0.00668,0.567,0.717,0.731,0.527
1982,1980s,Outstanding,The Gap Band,1982-01-01,"disco, funk, motown, post-disco, quiet storm, soul",198.8,61,1.57e-05,0.223,0.738,0.774,0.498
1982,1980s,You've Got Another Thing Coming,Judas Priest,1982,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock",310.08,64,4.33e-06,0.00572,0.519,0.532,0.833
1982,1980s,Run to the Hills (2015 Remaster),Iron Maiden,1982-03-22,"alternative metal, hard rock, metal, nwobhm, rock",233.506,58,0.00404,0.0286,0.249,0.457,0.943
1982,1980s,Do You Believe In Love,Huey Lewis & The News,1982-01-01,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock",209.0,60,0.0,0.0582,0.547,0.817,0.636
1982,1980s,The Girl Is Mine (with Paul McCartney),Michael Jackson,1982-11-30,"r&b, soul",222.333,66,0.0,0.225,0.681,0.707,0.527
1982,1980s,Always On My Mind,Willie Nelson,1982-02-01,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter",212.666,63,0.00105,0.755,0.524,0.201,0.261
1982,1980s,You Dropped A Bomb On Me,The Gap Band,1982-01-01,"disco, funk, motown, post-disco, quiet storm, soul",312.906,58,0.00186,0.00737,0.786,0.831,0.627
1982,1980s,Don't Change,INXS,1982-10-16,"album rock, australian rock, dance rock, funk rock, new romantic, new wave, new wave pop, rock",266.026,57,0.462,0.000252,0.276,0.164,0.883
1983,1980s,Uptown Girl,Billy Joel,1983-08-08,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",197.706,83,0.0,0.0755,0.701,0.792,0.944
1983,1980s,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1983-01-04,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",216.933,85,0.0,0.225,0.692,0.875,0.711
1983,1980s,Every Breath You Take,The Police,1983-06-17,"album rock, classic rock, permanent wave, rock",253.92,87,0.00294,0.543,0.82,0.74,0.452
1983,1980s,I'm Still Standing,Elton John,1983-05-30,"glam rock, mellow gold, piano rock, rock",183.44,84,0.118,0.355,0.505,0.773,0.904
1983,1980s,Girls Just Want to Have Fun,Cyndi Lauper,1983-10-14,"dance pop, new wave pop, permanent wave, soft rock",238.266,83,0.000602,0.22,0.71,0.725,0.799
1983,1980s,Sharp Dressed Man (2008 Remaster),ZZ Top,1983-03-23,"album rock, blues rock, classic rock, hard rock, rock",258.026,77,0.00124,0.000359,0.601,0.446,0.859
1983,1980s,Time After Time,Cyndi Lauper,1983-10-14,"dance pop, new wave pop, permanent wave, soft rock",241.333,81,1.34e-06,0.487,0.726,0.294,0.449
1983,1980s,Eyes Without A Face,Billy Idol,1983-11-01,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",299.24,77,0.00226,0.0177,0.54,0.658,0.816
1983,1980s,This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,1983-05-31,"alternative rock, art punk, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",296.146,74,0.179,0.331,0.942,0.966,0.641
1983,1980s,Blister In The Sun,Violent Femmes,1983-01-01,"acoustic punk, alternative rock, punk",145.706,71,0.0,0.316,0.726,0.882,0.537
1983,1980s,Rebel Yell,Billy Idol,1983-11-01,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",288.533,75,0.00046,0.000753,0.531,0.485,0.864
1983,1980s,Separate Ways (Worlds Apart) [2023 Remaster],Journey,1983-02-01,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",323.453,72,1.81e-06,0.141,0.469,0.37,0.96
1983,1980s,Photograph,Def Leppard,1983-01-20,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",247.962,68,0.634,0.000327,0.602,0.617,0.877
